lat,long
52.526367,13.387233
52.527106,13.387067
52.527305,13.387
52.528653,13.385383
52.529255,13.384638
52.530503,13.383106
52.531251,13.382175
52.53168,13.381616
52.532819,13.380198
52.534232,13.378406
52.534652,13.377876
52.535545,13.376729
52.536083,13.376041
52.536547,13.375527
52.537269,13.374522
52.537388,13.374335
52.537717,13.373801
52.538055,13.373283
52.538184,13.373052
52.538943,13.371886
52.539098,13.371671
52.539171,13.37157
52.53992,13.370507
52.54113,13.3684
52.541937,13.366956
52.542523,13.366005
