lat,long
52.540549,13.404318
52.540324,13.403472
52.540092,13.402552
52.539841,13.401588
52.539478,13.400325
52.539131,13.399107
52.538802,13.397934
52.538577,13.397132
52.538256,13.396091
52.537404,13.39343
52.536116,13.391194
52.535514,13.390262
52.535426,13.390112
52.533721,13.388172
52.533378,13.387454
52.533168,13.386976
52.53301,13.386603
52.532405,13.385156
52.532064,13.384277
52.531251,13.382175
52.530503,13.383106
52.530123,13.381711
52.529501,13.379395
52.529388,13.379038
52.529223,13.378459
52.529067,13.377924
52.529007,13.377716
52.528487,13.375948
52.528061,13.374536
52.52794,13.374149
52.527793,13.3736
52.52728,13.371994
52.526818,13.370669
52.526429,13.369259
52.525918,13.367432
52.525717,13.366867
52.525578,13.366479
52.525317,13.365632
52.525118,13.364963
52.524475,13.362868
52.524423,13.362719
52.523788,13.360785
52.523701,13.360517
52.52337,13.359491
52.523659,13.356941
52.523774,13.35543
52.523908,13.353919
52.524086,13.352366
52.524274,13.350857
52.524451,13.349451
52.524636,13.348162
52.524782,13.347093
52.525007,13.345483
52.525377,13.342906
52.524105,13.342407
52.524191,13.342763
52.52407,13.343966
