lat,long
52.529388,13.379038
52.529223,13.378459
52.529067,13.377924
52.529007,13.377716
52.528487,13.375948
52.528061,13.374536
52.52794,13.374149
52.527793,13.3736
52.52728,13.371994
52.526818,13.370669
52.526429,13.369259
52.525918,13.367432
52.525717,13.366867
52.525578,13.366479
52.525317,13.365632
52.525118,13.364963
52.524475,13.362868
52.524423,13.362719
52.523788,13.360785
52.523701,13.360517
52.52337,13.359491
52.523659,13.356941
52.523774,13.35543
52.523908,13.353919
52.524086,13.352366
52.524274,13.350857
52.524451,13.349451
